timestamp,benchmark,workload,concurrency,ops,failures,wall_time_ms,throughput_ops_s,mean_ms,p50_ms,p95_ms,p99_ms,max_ms,payload_bytes,iters_per_worker
1771835055.131487346,verify_dcap,verify,1,5,0,5500.765,0.908964,1100.139979,1038.311119,1342.526146,1342.526146,1342.526146,4096,5
1771835055.131487346,verify_dcap,verify,2,10,0,5033.289,1.986773,1004.058796,951.845400,1231.018497,1231.018497,1231.018497,4096,5
1771835055.131487346,verify_dcap,verify,4,20,0,4304.920,4.645847,838.422816,823.965535,903.055390,913.111288,913.111288,4096,5
1771835055.131487346,verify_dcap,verify,8,40,0,10340.525,3.868276,1015.033353,839.535645,1213.721561,6394.085430,6394.085430,4096,5
